filename,label,cam
selfharm_night_0901_black_kny_01 - 2of60,biting,testbed
selfharm_night_0901_black_kny_01 - 3of60,biting,testbed
selfharm_night_0901_black_kny_01 - 4of60,biting,testbed
selfharm_night_0901_black_kny_01 - 5of60,biting,testbed
selfharm_day_0901_black_kny_02 - 1of60,biting,testbed
selfharm_day_0901_black_kny_02 - 2of60,biting,testbed
selfharm_day_0901_black_kny_02 - 3of60,biting,testbed
selfharm_day_0901_black_kny_02 - 4of60,biting,testbed
selfharm_day_0901_black_kny_02 - 5of60,biting,testbed
selfharm_night_0901_black_kny_02 - 1of60,biting,testbed
selfharm_night_0901_black_kny_02 - 2of60,biting,testbed
selfharm_night_0901_black_kny_02 - 3of60,biting,testbed
selfharm_night_0901_black_kny_02 - 4of60,biting,testbed
selfharm_night_0901_black_kny_02 - 5of60,biting,testbed
selfharm_day_1123_pink_kny_01 - 36of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 37of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 38of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 39of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 40of55,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 26of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 27of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 28of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 29of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 30of45,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 36of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 37of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 38of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 39of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 40of55,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 26of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 27of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 28of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 29of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 30of45,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 31of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 32of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 33of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 34of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 35of55,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 21of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 22of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 23of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 24of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 25of45,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 31of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 32of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 33of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 34of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 35of55,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 21of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 22of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 23of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 24of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 25of45,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 46of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 47of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 48of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 49of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 50of55,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 36of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 37of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 38of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 39of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_01 - 40of45,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 46of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 47of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 48of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 49of55,scratching_neck,testbed
selfharm_day_1123_pink_kny_02 - 50of55,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 36of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 37of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 38of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 39of45,scratching_neck,testbed
selfharm_night_1123_pink_kny_02 - 40of45,scratching_neck,testbed
selfharm_day_1123_pink_kny_01 - 41of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 42of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 43of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 44of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 45of55,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 31of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 32of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 33of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 34of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_01 - 35of45,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 41of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 42of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 43of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 44of55,scratching_arm,testbed
selfharm_day_1123_pink_kny_02 - 45of55,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 31of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 32of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 33of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 34of45,scratching_arm,testbed
selfharm_night_1123_pink_kny_02 - 35of45,scratching_arm,testbed
selfharm_day_1123_pink_kny_01 - 51of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_01 - 52of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_01 - 53of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_01 - 54of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_01 - 55of55,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_01 - 41of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_01 - 42of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_01 - 43of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_01 - 44of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_01 - 45of45,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_02 - 51of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_02 - 52of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_02 - 53of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_02 - 54of55,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_02 - 55of55,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_02 - 41of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_02 - 42of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_02 - 43of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_02 - 44of45,hittinghead_wall,testbed
selfharm_night_1123_pink_kny_02 - 45of45,hittinghead_wall,testbed
selfharm_day_1123_pink_kny_01 - 26of55,punching_wall,testbed
selfharm_day_1123_pink_kny_01 - 27of55,punching_wall,testbed
selfharm_day_1123_pink_kny_01 - 28of55,punching_wall,testbed
selfharm_day_1123_pink_kny_01 - 29of55,punching_wall,testbed
selfharm_day_1123_pink_kny_01 - 30of55,punching_wall,testbed
selfharm_night_1123_pink_kny_01 - 16of45,punching_wall,testbed
selfharm_night_1123_pink_kny_01 - 17of45,punching_wall,testbed
selfharm_night_1123_pink_kny_01 - 18of45,punching_wall,testbed
selfharm_night_1123_pink_kny_01 - 19of45,punching_wall,testbed
selfharm_night_1123_pink_kny_01 - 20of45,punching_wall,testbed
selfharm_day_1123_pink_kny_02 - 26of55,punching_wall,testbed
selfharm_day_1123_pink_kny_02 - 27of55,punching_wall,testbed
selfharm_day_1123_pink_kny_02 - 28of55,punching_wall,testbed
selfharm_day_1123_pink_kny_02 - 29of55,punching_wall,testbed
selfharm_day_1123_pink_kny_02 - 30of55,punching_wall,testbed
selfharm_night_1123_pink_kny_02 - 16of45,punching_wall,testbed
selfharm_night_1123_pink_kny_02 - 17of45,punching_wall,testbed
selfharm_night_1123_pink_kny_02 - 18of45,punching_wall,testbed
selfharm_night_1123_pink_kny_02 - 19of45,punching_wall,testbed
selfharm_night_1123_pink_kny_02 - 20of45,punching_wall,testbed
selfharm_day_1123_pink_kny_01 - 16of55,hittingbody,testbed
selfharm_day_1123_pink_kny_01 - 17of55,hittingbody,testbed
selfharm_day_1123_pink_kny_01 - 18of55,hittingbody,testbed
selfharm_day_1123_pink_kny_01 - 19of55,hittingbody,testbed
selfharm_day_1123_pink_kny_01 - 20of55,hittingbody,testbed
selfharm_night_1123_pink_kny_01 - 6of45,hittingbody,testbed
selfharm_night_1123_pink_kny_01 - 7of45,hittingbody,testbed
selfharm_night_1123_pink_kny_01 - 8of45,hittingbody,testbed
selfharm_night_1123_pink_kny_01 - 9of45,hittingbody,testbed
selfharm_night_1123_pink_kny_01 - 10of45,hittingbody,testbed
selfharm_day_1123_pink_kny_02 - 16of55,hittingbody,testbed
selfharm_day_1123_pink_kny_02 - 17of55,hittingbody,testbed
selfharm_day_1123_pink_kny_02 - 18of55,hittingbody,testbed
selfharm_day_1123_pink_kny_02 - 19of55,hittingbody,testbed
selfharm_day_1123_pink_kny_02 - 20of55,hittingbody,testbed
selfharm_night_1123_pink_kny_02 - 6of45,hittingbody,testbed
selfharm_night_1123_pink_kny_02 - 7of45,hittingbody,testbed
selfharm_night_1123_pink_kny_02 - 8of45,hittingbody,testbed
selfharm_night_1123_pink_kny_02 - 9of45,hittingbody,testbed
selfharm_night_1123_pink_kny_02 - 10of45,hittingbody,testbed
selfharm_day_1123_pink_kny_01 - 11of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_01 - 12of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_01 - 13of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_01 - 14of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_01 - 15of55,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_01 - 1of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_01 - 2of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_01 - 3of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_01 - 4of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_01 - 5of45,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_02 - 11of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_02 - 12of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_02 - 13of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_02 - 14of55,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_02 - 15of55,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_02 - 1of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_02 - 2of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_02 - 3of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_02 - 4of45,hittinghead_floor,testbed
selfharm_night_1123_pink_kny_02 - 5of45,hittinghead_floor,testbed
selfharm_day_1123_pink_kny_01 - 21of55,punching_floor,testbed
selfharm_day_1123_pink_kny_01 - 22of55,punching_floor,testbed
selfharm_day_1123_pink_kny_01 - 23of55,punching_floor,testbed
selfharm_day_1123_pink_kny_01 - 24of55,punching_floor,testbed
selfharm_day_1123_pink_kny_01 - 25of55,punching_floor,testbed
selfharm_night_1123_pink_kny_01 - 11of45,punching_floor,testbed
selfharm_night_1123_pink_kny_01 - 12of45,punching_floor,testbed
selfharm_night_1123_pink_kny_01 - 13of45,punching_floor,testbed
selfharm_night_1123_pink_kny_01 - 14of45,punching_floor,testbed
selfharm_night_1123_pink_kny_01 - 15of45,punching_floor,testbed
selfharm_day_1123_pink_kny_02 - 21of55,punching_floor,testbed
selfharm_day_1123_pink_kny_02 - 22of55,punching_floor,testbed
selfharm_day_1123_pink_kny_02 - 23of55,punching_floor,testbed
selfharm_day_1123_pink_kny_02 - 24of55,punching_floor,testbed
selfharm_day_1123_pink_kny_02 - 25of55,punching_floor,testbed
selfharm_night_1123_pink_kny_02 - 11of45,punching_floor,testbed
selfharm_night_1123_pink_kny_02 - 12of45,punching_floor,testbed
selfharm_night_1123_pink_kny_02 - 13of45,punching_floor,testbed
selfharm_night_1123_pink_kny_02 - 14of45,punching_floor,testbed
selfharm_night_1123_pink_kny_02 - 15of45,punching_floor,testbed
selfharm_day_1123_pink_kny_01 - 1of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 2of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 3of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 4of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 5of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 1of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 2of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 3of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 4of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 5of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 6of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 7of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 8of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 9of55,biting,testbed
selfharm_day_1123_pink_kny_01 - 10of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 6of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 7of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 8of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 9of55,biting,testbed
selfharm_day_1123_pink_kny_02 - 10of55,biting,testbed
normal_day_0901_black_kny_01 - 11of45,normal,testbed
normal_day_0901_black_kny_01 - 12of45,normal,testbed
normal_day_0901_black_kny_01 - 13of45,normal,testbed
normal_day_0901_black_kny_01 - 14of45,normal,testbed
normal_day_0901_black_kny_01 - 15of45,normal,testbed
normal_day_0901_black_kny_02 - 11of45,normal,testbed
normal_day_0901_black_kny_02 - 12of45,normal,testbed
normal_day_0901_black_kny_02 - 13of45,normal,testbed
normal_day_0901_black_kny_02 - 14of45,normal,testbed
normal_day_0901_black_kny_02 - 15of45,normal,testbed
normal_night_0901_black_kny_01 - 11of45,normal,testbed
normal_night_0901_black_kny_01 - 12of45,normal,testbed
normal_night_0901_black_kny_01 - 13of45,normal,testbed
normal_night_0901_black_kny_01 - 14of45,normal,testbed
normal_night_0901_black_kny_01 - 15of45,normal,testbed
normal_night_0901_black_kny_02 - 11of45,normal,testbed
normal_night_0901_black_kny_02 - 12of45,normal,testbed
normal_night_0901_black_kny_02 - 13of45,normal,testbed
normal_night_0901_black_kny_02 - 14of45,normal,testbed
normal_night_0901_black_kny_02 - 15of45,normal,testbed
normal_day_0901_black_kny_01 - 26of45,normal,testbed
normal_day_0901_black_kny_01 - 27of45,normal,testbed
normal_day_0901_black_kny_01 - 28of45,normal,testbed
normal_day_0901_black_kny_01 - 29of45,normal,testbed
normal_day_0901_black_kny_01 - 30of45,normal,testbed
normal_day_0901_black_kny_02 - 26of45,normal,testbed
normal_day_0901_black_kny_02 - 27of45,normal,testbed
normal_day_0901_black_kny_02 - 28of45,normal,testbed
normal_day_0901_black_kny_02 - 29of45,normal,testbed
normal_day_0901_black_kny_02 - 30of45,normal,testbed
normal_night_0901_black_kny_01 - 26of45,normal,testbed
normal_night_0901_black_kny_01 - 27of45,normal,testbed
normal_night_0901_black_kny_01 - 28of45,normal,testbed
normal_night_0901_black_kny_01 - 29of45,normal,testbed
normal_night_0901_black_kny_01 - 30of45,normal,testbed
normal_night_0901_black_kny_02 - 26of45,normal,testbed
normal_night_0901_black_kny_02 - 27of45,normal,testbed
normal_night_0901_black_kny_02 - 28of45,normal,testbed
normal_night_0901_black_kny_02 - 29of45,normal,testbed
normal_night_0901_black_kny_02 - 30of45,normal,testbed
normal_day_0901_black_kny_01 - 1of45,normal,testbed
normal_day_0901_black_kny_01 - 2of45,normal,testbed
normal_day_0901_black_kny_01 - 3of45,normal,testbed
normal_day_0901_black_kny_01 - 4of45,normal,testbed
normal_day_0901_black_kny_01 - 5of45,normal,testbed
normal_day_0901_black_kny_02 - 1of45,normal,testbed
normal_day_0901_black_kny_02 - 2of45,normal,testbed
normal_day_0901_black_kny_02 - 3of45,normal,testbed
normal_day_0901_black_kny_02 - 4of45,normal,testbed
normal_day_0901_black_kny_02 - 5of45,normal,testbed
normal_night_0901_black_kny_01 - 1of45,normal,testbed
normal_night_0901_black_kny_01 - 2of45,normal,testbed
normal_night_0901_black_kny_01 - 3of45,normal,testbed
normal_night_0901_black_kny_01 - 4of45,normal,testbed
normal_night_0901_black_kny_01 - 5of45,normal,testbed
normal_night_0901_black_kny_02 - 1of45,normal,testbed
normal_night_0901_black_kny_02 - 2of45,normal,testbed
normal_night_0901_black_kny_02 - 3of45,normal,testbed
normal_night_0901_black_kny_02 - 4of45,normal,testbed
normal_night_0901_black_kny_02 - 5of45,normal,testbed
normal_day_0901_black_kny_01 - 21of45,normal,testbed
normal_day_0901_black_kny_01 - 22of45,normal,testbed
normal_day_0901_black_kny_01 - 23of45,normal,testbed
normal_day_0901_black_kny_01 - 24of45,normal,testbed
normal_day_0901_black_kny_01 - 25of45,normal,testbed
normal_day_0901_black_kny_02 - 21of45,normal,testbed
normal_day_0901_black_kny_02 - 22of45,normal,testbed
normal_day_0901_black_kny_02 - 23of45,normal,testbed
normal_day_0901_black_kny_02 - 24of45,normal,testbed
normal_day_0901_black_kny_02 - 25of45,normal,testbed
normal_night_0901_black_kny_01 - 21of45,normal,testbed
normal_night_0901_black_kny_01 - 22of45,normal,testbed
normal_night_0901_black_kny_01 - 23of45,normal,testbed
normal_night_0901_black_kny_01 - 24of45,normal,testbed
normal_night_0901_black_kny_01 - 25of45,normal,testbed
normal_night_0901_black_kny_02 - 21of45,normal,testbed
normal_night_0901_black_kny_02 - 22of45,normal,testbed
normal_night_0901_black_kny_02 - 23of45,normal,testbed
normal_night_0901_black_kny_02 - 24of45,normal,testbed
normal_night_0901_black_kny_02 - 25of45,normal,testbed
normal_day_0901_black_kny_01 - 16of45,normal,testbed
normal_day_0901_black_kny_01 - 17of45,normal,testbed
normal_day_0901_black_kny_01 - 18of45,normal,testbed
normal_day_0901_black_kny_01 - 19of45,normal,testbed
normal_day_0901_black_kny_01 - 20of45,normal,testbed
normal_day_0901_black_kny_02 - 16of45,normal,testbed
normal_day_0901_black_kny_02 - 17of45,normal,testbed
normal_day_0901_black_kny_02 - 18of45,normal,testbed
normal_day_0901_black_kny_02 - 19of45,normal,testbed
normal_day_0901_black_kny_02 - 20of45,normal,testbed
normal_night_0901_black_kny_01 - 16of45,normal,testbed
normal_night_0901_black_kny_01 - 17of45,normal,testbed
normal_night_0901_black_kny_01 - 18of45,normal,testbed
normal_night_0901_black_kny_01 - 19of45,normal,testbed
normal_night_0901_black_kny_01 - 20of45,normal,testbed
normal_night_0901_black_kny_02 - 16of45,normal,testbed
normal_night_0901_black_kny_02 - 17of45,normal,testbed
normal_night_0901_black_kny_02 - 18of45,normal,testbed
normal_night_0901_black_kny_02 - 19of45,normal,testbed
normal_night_0901_black_kny_02 - 20of45,normal,testbed
normal_day_0901_black_kny_01 - 6of45,normal,testbed
normal_day_0901_black_kny_01 - 7of45,normal,testbed
normal_day_0901_black_kny_01 - 8of45,normal,testbed
normal_day_0901_black_kny_01 - 9of45,normal,testbed
normal_day_0901_black_kny_01 - 10of45,normal,testbed
normal_day_0901_black_kny_02 - 6of45,normal,testbed
normal_day_0901_black_kny_02 - 7of45,normal,testbed
normal_day_0901_black_kny_02 - 8of45,normal,testbed
normal_day_0901_black_kny_02 - 9of45,normal,testbed
normal_day_0901_black_kny_02 - 10of45,normal,testbed
normal_night_0901_black_kny_01 - 6of45,normal,testbed
normal_night_0901_black_kny_01 - 7of45,normal,testbed
normal_night_0901_black_kny_01 - 8of45,normal,testbed
normal_night_0901_black_kny_01 - 9of45,normal,testbed
normal_night_0901_black_kny_01 - 10of45,normal,testbed
normal_night_0901_black_kny_02 - 6of45,normal,testbed
normal_night_0901_black_kny_02 - 7of45,normal,testbed
normal_night_0901_black_kny_02 - 8of45,normal,testbed
normal_night_0901_black_kny_02 - 9of45,normal,testbed
normal_night_0901_black_kny_02 - 10of45,normal,testbed
normal_day_0901_black_kny_01 - 41of45,normal,testbed
normal_day_0901_black_kny_01 - 42of45,normal,testbed
normal_day_0901_black_kny_01 - 43of45,normal,testbed
normal_day_0901_black_kny_01 - 44of45,normal,testbed
normal_day_0901_black_kny_01 - 45of45,normal,testbed
normal_day_0901_black_kny_02 - 41of45,normal,testbed
normal_day_0901_black_kny_02 - 42of45,normal,testbed
normal_day_0901_black_kny_02 - 43of45,normal,testbed
normal_day_0901_black_kny_02 - 44of45,normal,testbed
normal_day_0901_black_kny_02 - 45of45,normal,testbed
normal_night_0901_black_kny_01 - 41of45,normal,testbed
normal_night_0901_black_kny_01 - 42of45,normal,testbed
normal_night_0901_black_kny_01 - 43of45,normal,testbed
normal_night_0901_black_kny_01 - 44of45,normal,testbed
normal_night_0901_black_kny_01 - 45of45,normal,testbed
normal_night_0901_black_kny_02 - 41of45,normal,testbed
normal_night_0901_black_kny_02 - 42of45,normal,testbed
normal_night_0901_black_kny_02 - 43of45,normal,testbed
normal_night_0901_black_kny_02 - 44of45,normal,testbed
normal_night_0901_black_kny_02 - 45of45,normal,testbed
normal_day_0901_black_kny_01 - 36of45,normal,testbed
normal_day_0901_black_kny_01 - 37of45,normal,testbed
normal_day_0901_black_kny_01 - 38of45,normal,testbed
normal_day_0901_black_kny_01 - 39of45,normal,testbed
normal_day_0901_black_kny_01 - 40of45,normal,testbed
normal_day_0901_black_kny_02 - 36of45,normal,testbed
normal_day_0901_black_kny_02 - 37of45,normal,testbed
normal_day_0901_black_kny_02 - 38of45,normal,testbed
normal_day_0901_black_kny_02 - 39of45,normal,testbed
normal_day_0901_black_kny_02 - 40of45,normal,testbed
normal_night_0901_black_kny_01 - 36of45,normal,testbed
normal_night_0901_black_kny_01 - 37of45,normal,testbed
normal_night_0901_black_kny_01 - 38of45,normal,testbed
normal_night_0901_black_kny_01 - 39of45,normal,testbed
normal_night_0901_black_kny_01 - 40of45,normal,testbed
normal_night_0901_black_kny_02 - 36of45,normal,testbed
normal_night_0901_black_kny_02 - 37of45,normal,testbed
normal_night_0901_black_kny_02 - 38of45,normal,testbed
normal_night_0901_black_kny_02 - 39of45,normal,testbed
normal_night_0901_black_kny_02 - 40of45,normal,testbed
normal_day_0901_black_kny_01 - 31of45,normal,testbed
normal_day_0901_black_kny_01 - 32of45,normal,testbed
normal_day_0901_black_kny_01 - 33of45,normal,testbed
normal_day_0901_black_kny_01 - 34of45,normal,testbed
normal_day_0901_black_kny_01 - 35of45,normal,testbed
normal_day_0901_black_kny_02 - 31of45,normal,testbed
normal_day_0901_black_kny_02 - 32of45,normal,testbed
normal_day_0901_black_kny_02 - 33of45,normal,testbed
normal_day_0901_black_kny_02 - 34of45,normal,testbed
normal_day_0901_black_kny_02 - 35of45,normal,testbed
normal_night_0901_black_kny_01 - 31of45,normal,testbed
normal_night_0901_black_kny_01 - 32of45,normal,testbed
normal_night_0901_black_kny_01 - 33of45,normal,testbed
normal_night_0901_black_kny_01 - 34of45,normal,testbed
normal_night_0901_black_kny_01 - 35of45,normal,testbed
normal_night_0901_black_kny_02 - 31of45,normal,testbed
normal_night_0901_black_kny_02 - 32of45,normal,testbed
normal_night_0901_black_kny_02 - 33of45,normal,testbed
normal_night_0901_black_kny_02 - 34of45,normal,testbed
normal_night_0901_black_kny_02 - 35of45,normal,testbed
selfharm_day_0129_mint_sms_02-1of50,scratching_neck,testbed
selfharm_day_0129_mint_sms_02-2of50,scratching_neck,testbed
selfharm_day_0129_mint_sms_02-3of50,scratching_neck,testbed
selfharm_day_0129_mint_sms_02-4of50,scratching_neck,testbed
selfharm_day_0129_mint_sms_02-5of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-7of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-8of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-9of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-10of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-11of50,scratching_neck,testbed
selfharm_night_0129_mint_sms_02-12of50,scratching_neck,testbed
selfharm_day_0129_mint_sms_02-6of50,scratching_arm,testbed
selfharm_day_0129_mint_sms_02-7of50,scratching_arm,testbed
selfharm_day_0129_mint_sms_02-8of50,scratching_arm,testbed
selfharm_day_0129_mint_sms_02-9of50,scratching_arm,testbed
selfharm_day_0129_mint_sms_02-10of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-13of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-14of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-15of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-16of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-17of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-18of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-19of50,scratching_arm,testbed
selfharm_night_0129_mint_sms_02-20of50,scratching_arm,testbed
selfharm_day_0129_mint_sms_02-46of50,choking_cloth,testbed
selfharm_day_0129_mint_sms_02-47of50,choking_cloth,testbed
selfharm_day_0129_mint_sms_02-48of50,choking_cloth,testbed
selfharm_day_0129_mint_sms_02-49of50,choking_cloth,testbed
selfharm_day_0129_mint_sms_02-50of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-1of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-2of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-3of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-4of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-5of50,choking_cloth,testbed
selfharm_night_0129_mint_sms_02-6of50,choking_cloth,testbed
selfharm_day_0129_mint_sms_02-11of50,kicking_wall,testbed
selfharm_day_0129_mint_sms_02-12of50,kicking_wall,testbed
selfharm_day_0129_mint_sms_02-13of50,kicking_wall,testbed
selfharm_day_0129_mint_sms_02-14of50,kicking_wall,testbed
selfharm_day_0129_mint_sms_02-15of50,kicking_wall,testbed
selfharm_night_0129_mint_sms_02-21of50,kicking_wall,testbed
selfharm_night_0129_mint_sms_02-22of50,kicking_wall,testbed
selfharm_night_0129_mint_sms_02-23of50,kicking_wall,testbed
selfharm_night_0129_mint_sms_02-24of50,kicking_wall,testbed
selfharm_day_0129_mint_sms_02-16of50,punching_wall,testbed
selfharm_day_0129_mint_sms_02-17of50,punching_wall,testbed
selfharm_day_0129_mint_sms_02-18of50,punching_wall,testbed
selfharm_day_0129_mint_sms_02-19of50,punching_wall,testbed
